rank,slug,canonical_name,downloads,installs,stars,source,category,publisher,publisher_verified,certified_name,upstream_url,created_at,updated_at,version,description,description_zh
36,bid-document-preparation-assistant,@org-mbvufw6y/bid-document-preparation-assistant,30211,0,2,enterprise,business-ops,精英量界,true,精英量界（武汉）工程管理有限公司,,2026-08-17,2026-08-29,1.0.2,投标文件编制智能助手。需配置世舶科技 API Key 使用。用于辅助编制投标文件，梳理响应目录、商务技术材料、格式要求和缺失项。当用户需要招投标查询、中标分析、合同公告、拟在建项目、企业画像、招标文件解析、投标文件/标书写作审查或商机分析时触发，基于世舶科技 3.3亿+ 全国全行业实时更新招投标数据 API。覆盖全国全行业招投标数据、年度更新6600万+招投标数据、实时日更新30万+招投标商机、招,投标文件编制智能助手。需配置世舶科技 API Key 使用。用于辅助编制投标文件，梳理响应目录、商务技术材料、格式要求和缺失项。当用户需要招投标查询、中标分析、合同公告、拟在建项目、企业画像、招标文件解析、投标文件/标书写作审查或商机分析时触发，基于世舶科技 3.3亿+ 全国全行业实时更新招投标数据 API。覆盖全国全行业招投标数据、年度更新6600万+招投标数据、实时日更新30万+招投标商机、招
37,bid-proposal-compliance-assistant,@org-mbvufw6y/bid-proposal-compliance-assistant,29966,0,2,enterprise,business-ops,精英量界,true,精英量界（武汉）工程管理有限公司,,2026-08-17,2026-08-29,1.0.2,标书合规审查助手。需配置世舶科技 API Key 使用。用于检查标书是否符合招标文件要求，重点关注资格、格式、响应、签章和时间要求。当用户需要招投标查询、中标分析、合同公告、拟在建项目、企业画像、招标文件解析、投标文件/标书写作审查或商机分析时触发，基于世舶科技 3.3亿+ 全国全行业实时更新招投标数据 API。覆盖全国全行业招投标数据、年度更新6600万+招投标数据、实时日更新30万+招投标商机,标书合规审查助手。需配置世舶科技 API Key 使用。用于检查标书是否符合招标文件要求，重点关注资格、格式、响应、签章和时间要求。当用户需要招投标查询、中标分析、合同公告、拟在建项目、企业画像、招标文件解析、投标文件/标书写作审查或商机分析时触发，基于世舶科技 3.3亿+ 全国全行业实时更新招投标数据 API。覆盖全国全行业招投标数据、年度更新6600万+招投标数据、实时日更新30万+招投标商机
38,bid-proposal-full-process-expert,@org-mbvufw6y/bid-proposal-full-process-expert,29812,0,6,enterprise,business-ops,精英量界,true,精英量界（武汉）工程管理有限公司,,2026-08-17,2026-08-29,1.0.2,标书制作全流程专家。需配置世舶科技 API Key 使用。用于覆盖标书制作全流程，从招标文件解析、目录规划、材料清单到检查交付。当用户需要招投标查询、中标分析、合同公告、拟在建项目、企业画像、招标文件解析、投标文件/标书写作审查或商机分析时触发，基于世舶科技 3.3亿+ 全国全行业实时更新招投标数据 API。覆盖全国全行业招投标数据、年度更新6600万+招投标数据、实时日更新30万+招投标商机、招,标书制作全流程专家。需配置世舶科技 API Key 使用。用于覆盖标书制作全流程，从招标文件解析、目录规划、材料清单到检查交付。当用户需要招投标查询、中标分析、合同公告、拟在建项目、企业画像、招标文件解析、投标文件/标书写作审查或商机分析时触发，基于世舶科技 3.3亿+ 全国全行业实时更新招投标数据 API。覆盖全国全行业招投标数据、年度更新6600万+招投标数据、实时日更新30万+招投标商机、招
39,tender-document-deep-reading-assistant,@org-mbvufw6y/tender-document-deep-reading-assistant,29670,0,2,enterprise,business-ops,精英量界,true,精英量界（武汉）工程管理有限公司,,2026-08-17,2026-08-29,1.0.4,招标文件深度解读助手。需配置世舶科技 API Key 使用，用于对复杂招标文件做深度解读，拆解关键条款、评分策略、风险点和响应建议。当用户需要招投标查询、中标分析、合同公告、拟在建项目、采购单位画像、供应商画像、商机发现、市场趋势或企业招投标数据分析时触发。基于世舶科技全国全行业招投标数据 API，覆盖累计3.3亿+招投标信息、年度更新6600万+招投标数据、实时日更新30万+招投标商机、10万+,招标文件深度解读助手。需配置世舶科技 API Key 使用，用于对复杂招标文件做深度解读，拆解关键条款、评分策略、风险点和响应建议。当用户需要招投标查询、中标分析、合同公告、拟在建项目、采购单位画像、供应商画像、商机发现、市场趋势或企业招投标数据分析时触发。基于世舶科技全国全行业招投标数据 API，覆盖累计3.3亿+招投标信息、年度更新6600万+招投标数据、实时日更新30万+招投标商机、10万+
40,admapix,@zcwl/admapix,29662,0,1,enterprise,business-ops,智创未来,true,成都智创未来教育管理合伙企业（有限合伙）,,2026-08-14,2026-08-29,1.0.5,"AdMapix广告原始数据层,广告创意/应用/排名/下载收入","AdMapix广告原始数据层,广告创意/应用/排名/下载收入"
41,taitoubiao-proposal-smart-assistant,@org-mbvufw6y/taitoubiao-proposal-smart-assistant,29324,0,2,enterprise,data-analysis,精英量界,true,精英量界（武汉）工程管理有限公司,,2026-08-17,2026-08-29,1.0.2,钛投标标书智能助手。需配置世舶科技 API Key 使用。用于用于智能投标和标书处理，辅助解读招标要求、编写投标内容和检查合规风险。当用户需要招投标查询、中标分析、合同公告、拟在建项目、企业画像、招标文件解析、投标文件/标书写作审查或商机分析时触发，基于世舶科技 3.3亿+ 全国全行业实时更新招投标数据 API。覆盖全国全行业招投标数据、年度更新6600万+招投标数据、实时日更新30万+招投标商机,钛投标标书智能助手。需配置世舶科技 API Key 使用。用于用于智能投标和标书处理，辅助解读招标要求、编写投标内容和检查合规风险。当用户需要招投标查询、中标分析、合同公告、拟在建项目、企业画像、招标文件解析、投标文件/标书写作审查或商机分析时触发，基于世舶科技 3.3亿+ 全国全行业实时更新招投标数据 API。覆盖全国全行业招投标数据、年度更新6600万+招投标数据、实时日更新30万+招投标商机
42,tender-parser-bid-assist-ai,@org-mbvufw6y/tender-parser-bid-assist-ai,29166,0,2,enterprise,business-ops,精英量界,true,精英量界（武汉）工程管理有限公司,,2026-08-17,2026-08-29,1.0.3,招标文件解析投标辅助AI助手。需配置世舶科技 API Key 使用。用于解析招标文件并辅助投标准备，输出响应清单、风险点、材料要求和写作建议。当用户需要招投标查询、中标分析、合同公告、拟在建项目、企业画像、招标文件解析、投标文件/标书写作审查或商机分析时触发，基于世舶科技 3.3亿+ 全国全行业实时更新招投标数据 API。覆盖全国全行业招投标数据、年度更新6600万+招投标数据、实时日更新30万+,招标文件解析投标辅助AI助手。需配置世舶科技 API Key 使用。用于解析招标文件并辅助投标准备，输出响应清单、风险点、材料要求和写作建议。当用户需要招投标查询、中标分析、合同公告、拟在建项目、企业画像、招标文件解析、投标文件/标书写作审查或商机分析时触发，基于世舶科技 3.3亿+ 全国全行业实时更新招投标数据 API。覆盖全国全行业招投标数据、年度更新6600万+招投标数据、实时日更新30万+
43,bid-proposal-smart-checker,@org-mbvufw6y/bid-proposal-smart-checker,29122,0,3,enterprise,business-ops,精英量界,true,精英量界（武汉）工程管理有限公司,,2026-08-17,2026-08-29,1.0.3,标书智能检查器。需配置世舶科技 API Key 使用。用于检查标书内容完整性、格式一致性、签章盖章、响应偏离和常见废标风险。当用户需要招投标查询、中标分析、合同公告、拟在建项目、企业画像、招标文件解析、投标文件/标书写作审查或商机分析时触发，基于世舶科技 3.3亿+ 全国全行业实时更新招投标数据 API。覆盖全国全行业招投标数据、年度更新6600万+招投标数据、实时日更新30万+招投标商机、招投标,标书智能检查器。需配置世舶科技 API Key 使用。用于检查标书内容完整性、格式一致性、签章盖章、响应偏离和常见废标风险。当用户需要招投标查询、中标分析、合同公告、拟在建项目、企业画像、招标文件解析、投标文件/标书写作审查或商机分析时触发，基于世舶科技 3.3亿+ 全国全行业实时更新招投标数据 API。覆盖全国全行业招投标数据、年度更新6600万+招投标数据、实时日更新30万+招投标商机、招投标
44,sbkj-official-subscribe,@sbkj-bid/sbkj-official-subscribe,29118,0,4,enterprise,business-ops,世舶科技,true,世舶科技（武汉）有限公司,,2026-07-31,2026-08-29,1.0.3,标讯搜索订阅与项目提醒是世舶科技提供的招投标信息监测能力，支持搜索、筛选、去重并整理招标公告、中标公告、采购意向、合同公告、变更公告、候选人公示等标讯数据，帮助用户快速获取符合条件的项目线索，并生成可重复执行的订阅条件和增量更新清单。 适用于查标讯、订阅标讯、每日商机推送、项目提醒、招标公告跟踪、中标结果监测、采购意向跟进、合同公告查询、按关键词持续监测、按地区持续监测和重点行业商机订阅。用户可按,标讯搜索订阅与项目提醒是世舶科技提供的招投标信息监测能力，支持搜索、筛选、去重并整理招标公告、中标公告、采购意向、合同公告、变更公告、候选人公示等标讯数据，帮助用户快速获取符合条件的项目线索，并生成可重复执行的订阅条件和增量更新清单。 适用于查标讯、订阅标讯、每日商机推送、项目提醒、招标公告跟踪、中标结果监测、采购意向跟进、合同公告查询、按关键词持续监测、按地区持续监测和重点行业商机订阅。用户可按
45,tender-document-smart-parser,@org-mbvufw6y/tender-document-smart-parser,29094,0,2,enterprise,data-analysis,精英量界,true,精英量界（武汉）工程管理有限公司,,2026-08-17,2026-08-29,1.0.4,招标文件智能解析器。需配置世舶科技 API Key 使用，用于解析招标文件，提取项目概况、采购需求、资格条件、评分标准、时间节点和附件要求。当用户需要招投标查询、中标分析、合同公告、拟在建项目、采购单位画像、供应商画像、商机发现、市场趋势或企业招投标数据分析时触发。基于世舶科技全国全行业招投标数据 API，覆盖累计3.3亿+招投标信息、年度更新6600万+招投标数据、实时日更新30万+招投标商机、,招标文件智能解析器。需配置世舶科技 API Key 使用，用于解析招标文件，提取项目概况、采购需求、资格条件、评分标准、时间节点和附件要求。当用户需要招投标查询、中标分析、合同公告、拟在建项目、采购单位画像、供应商画像、商机发现、市场趋势或企业招投标数据分析时触发。基于世舶科技全国全行业招投标数据 API，覆盖累计3.3亿+招投标信息、年度更新6600万+招投标数据、实时日更新30万+招投标商机、
